disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Metabolic Cardiac Inflammation 820,Metabolic Cardiac Inflammation 820 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,1,3
Acute Neurological Inflammation 821,Acute Neurological Inflammation 821 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,0,2
Chronic Neurological Inflammation 822,Chronic Neurological Inflammation 822 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,2,1
Autoimmune Neurological Inflammation 823,Autoimmune Neurological Inflammation 823 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,1,0
Idiopathic Neurological Inflammation 824,Idiopathic Neurological Inflammation 824 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Neurological Inflammation 825,Primary Neurological Inflammation 825 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Neurological Inflammation 826,Secondary Neurological Inflammation 826 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Neurological Inflammation 827,Progressive Neurological Inflammation 827 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Neurological Inflammation 828,Congenital Neurological Inflammation 828 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Neurological Inflammation 829,Inflammatory Neurological Inflammation 829 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Neurological Inflammation 830,Metabolic Neurological Inflammation 830 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Renal Inflammation 831,Acute Renal Inflammation 831 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Renal Inflammation 832,Chronic Renal Inflammation 832 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Renal Inflammation 833,Autoimmune Renal Inflammation 833 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Renal Inflammation 834,Idiopathic Renal Inflammation 834 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Renal Inflammation 835,Primary Renal Inflammation 835 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Renal Inflammation 836,Secondary Renal Inflammation 836 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Renal Inflammation 837,Progressive Renal Inflammation 837 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,2,2
Congenital Renal Inflammation 838,Congenital Renal Inflammation 838 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,1,1
Inflammatory Renal Inflammation 839,Inflammatory Renal Inflammation 839 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,0,0
Metabolic Renal Inflammation 840,Metabolic Renal Inflammation 840 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,2,3
Acute Hepatic Inflammation 841,Acute Hepatic Inflammation 841 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,1,2
Chronic Hepatic Inflammation 842,Chronic Hepatic Inflammation 842 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,0,1
Autoimmune Hepatic Inflammation 843,Autoimmune Hepatic Inflammation 843 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,2,0
Idiopathic Hepatic Inflammation 844,Idiopathic Hepatic Inflammation 844 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,1,3
Primary Hepatic Inflammation 845,Primary Hepatic Inflammation 845 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,0,2
Secondary Hepatic Inflammation 846,Secondary Hepatic Inflammation 846 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,2,1
Progressive Hepatic Inflammation 847,Progressive Hepatic Inflammation 847 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,1,0
Congenital Hepatic Inflammation 848,Congenital Hepatic Inflammation 848 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,0,3
Inflammatory Hepatic Inflammation 849,Inflammatory Hepatic Inflammation 849 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,2,2
Metabolic Hepatic Inflammation 850,Metabolic Hepatic Inflammation 850 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,1,1
Acute Endocrine Inflammation 851,Acute Endocrine Inflammation 851 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,0,0
Chronic Endocrine Inflammation 852,Chronic Endocrine Inflammation 852 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,2,3
Autoimmune Endocrine Inflammation 853,Autoimmune Endocrine Inflammation 853 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,1,2
Idiopathic Endocrine Inflammation 854,Idiopathic Endocrine Inflammation 854 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,0,1
Primary Endocrine Inflammation 855,Primary Endocrine Inflammation 855 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,2,0
Secondary Endocrine Inflammation 856,Secondary Endocrine Inflammation 856 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,1,3
Progressive Endocrine Inflammation 857,Progressive Endocrine Inflammation 857 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,0,2
Congenital Endocrine Inflammation 858,Congenital Endocrine Inflammation 858 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,2,1
