Drug,Disease,Dosage,Side_Effects,Contraindications,Drug_Category,General_Precaution,Administration_Route,Population_Group,Risk_Level,Disclaimer
Carvexime,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopxime,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabaxime,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Ceffloxacin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levofloxacin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxyfloxacin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Flufloxacin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosifloxacin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telifloxacin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metofloxacin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvefloxacin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopfloxacin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabafloxacin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefcycline,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levocycline,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxycycline,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Flucycline,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosicycline,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telicycline,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metocycline,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvecycline,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopcycline,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabacycline,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefconazole,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levoconazole,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxyconazole,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Fluconazole,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosiconazole,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Teliconazole,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metoconazole,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carveconazole,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopconazole,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabaconazole,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefstatin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levostatin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxystatin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Flustatin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosistatin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telistatin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metostatin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvestatin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopstatin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabastatin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Cefsartan,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levosartan,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxysartan,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Flusartan,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosisartan,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Telisartan,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metosartan,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carvesartan,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopsartan,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabasartan,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefprolol,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levoprolol,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxyprolol,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Fluprolol,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosiprolol,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Teliprolol,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metoprolol,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carveprolol,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopprolol,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabaprolol,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Cefdipine,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levodipine,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxydipine,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Fludipine,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosidipine,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telidipine,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metodipine,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvedipine,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopdipine,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabadipine,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefpentin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levopentin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxypentin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Flupentin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosipentin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telipentin,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metopentin,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvepentin,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisoppentin,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabapentin,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefsetron,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levosetron,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxysetron,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Flusetron,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosisetron,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telisetron,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metosetron,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvesetron,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopsetron,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabasetron,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefxime1,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levoxime1,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxyxime1,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Fluxime1,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosixime1,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telixime1,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metoxime1,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvexime1,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopxime1,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabaxime1,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Ceffloxacin1,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levofloxacin1,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxyfloxacin1,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Flufloxacin1,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosifloxacin1,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Telifloxacin1,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metofloxacin1,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carvefloxacin1,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopfloxacin1,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabafloxacin1,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefcycline1,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levocycline1,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
