disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Hyperthyroidism,11,24,52,34,30,7, continuous_sneezing +  shivering,"Allergy, Urinary tract infection, Diabetes ",5,7
Hypoglycemia,28,15,2,40,12,20, chills +  fatigue,"Pneumonia, Urinary tract infection, Peptic ulcer diseae",0,7
Osteoarthristis,15,26,27,20,31,22, stomach_pain +  acidity,"GERD, Hypothyroidism, Pneumonia",0,7
Arthritis,18,36,46,28,25,20, chills +  vomiting,"Tuberculosis, Malaria, Hepatitis E",3,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, skin_rash +  joint_pain,"Psoriasis, GERD, Typhoid",4,7
Acne,24,31,3,35,12,20,itching +  stomach_pain,"Drug Reaction, Hypothyroidism, Gastroenteritis",1,7
Urinary tract infection,4,4,22,7,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Bronchial Asthma, Hypoglycemia",2,7
Psoriasis,24,20,42,36,27,15, fatigue +  weight_gain,"Hypothyroidism, Pneumonia, Tuberculosis",5,7
Impetigo,24,18,4,33,35,20, fatigue +  cramps,"Varicose veins, Typhoid, (vertigo) Paroymsal  Positional Vertigo",4,7
Fungal infection,33,35,35,11,12,20, skin_rash +  joint_pain,"Psoriasis, Chicken pox, Impetigo",2,7
Allergy,8,33,11,45,12,20, joint_pain +  vomiting,"hepatitis A, Urinary tract infection, Heart attack",5,7
GERD,26,1,48,44,4,3, skin_rash +  joint_pain,"Psoriasis, Common Cold, Osteoarthristis",0,7
Chronic cholestasis,33,42,53,29,21,0, joint_pain +  neck_pain,"Osteoarthristis, Hypothyroidism, Impetigo",8,7
Peptic ulcer diseae,28,19,29,0,26,16, fatigue +  cough,"Bronchial Asthma, Drug Reaction, Hypoglycemia",3,7
AIDS,17,30,24,15,12,20, joint_pain +  vomiting,"Hepatitis D, Hypoglycemia, GERD",3,7
Diabetes ,11,46,39,24,17,1, joint_pain +  neck_pain,"Osteoarthristis, Migraine, Alcoholic hepatitis",5,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Typhoid, Hyperthyroidism",6,7
Bronchial Asthma,11,11,24,4,10,19,itching +  fatigue,"Hepatitis B, Hypoglycemia, Acne",2,7
Hypertension ,12,8,19,26,19,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Peptic ulcer diseae, Heart attack",2,7
Migraine,0,19,23,3,9,25, stiff_neck +  swelling_joints,"Arthritis, Allergy, Paralysis (brain hemorrhage)",8,7
Cervical spondylosis,1,43,34,13,22,20, vomiting +  indigestion,"Peptic ulcer diseae, (vertigo) Paroymsal  Positional Vertigo, Hepatitis D",1,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, muscle_weakness +  stiff_neck,"Arthritis, Bronchial Asthma, Allergy",3,7
Jaundice,33,42,21,46,13,31, headache +  chest_pain,"Hypertension , Tuberculosis, Bronchial Asthma",6,7
Malaria,6,42,24,40,12,20, chills +  vomiting,"Tuberculosis, Heart attack, Hepatitis C",6,7
Chicken pox,33,35,21,24,13,12, back_pain +  weakness_in_limbs,"Cervical spondylosis, Varicose veins, Alcoholic hepatitis",2,7
Dengue,24,9,26,44,11,13, vomiting +  breathlessness,"Heart attack, Hepatitis B, Urinary tract infection",5,7
Typhoid,6,42,21,19,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Hyperthyroidism, Typhoid",7,7
hepatitis A,15,42,53,9,24,17, fatigue +  yellowish_skin,"Hepatitis C, Diabetes , Hepatitis B",6,7
Hepatitis B,33,15,28,49,5,17, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",6,7
Hepatitis C,11,47,33,25,36,9, chills +  fatigue,"Pneumonia, Urinary tract infection, Hypoglycemia",7,7
Hepatitis D,15,42,21,49,5,20, headache +  chest_pain,"Hypertension , GERD",9,7
Hepatitis E,15,42,21,19,37,5, chills +  vomiting,"Malaria, Typhoid, Psoriasis",1,7
Alcoholic hepatitis,28,47,0,42,7,14, back_pain +  weakness_in_limbs,"Cervical spondylosis, Diabetes , Hepatitis D",6,7
Tuberculosis,6,42,21,46,4,13, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Migraine",8,7
Common Cold,8,9,21,8,13,12, acidity +  indigestion,"Migraine, Pneumonia, Hepatitis B",0,7
Pneumonia,6,15,14,19,2,26, vomiting +  indigestion,"Peptic ulcer diseae, Urinary tract infection, Hypothyroidism",0,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, fatigue +  weight_gain,"Hypothyroidism, Impetigo, Drug Reaction",0,7
Heart attack,28,6,45,6,12,20, joint_pain +  fatigue,"Hepatitis E, Allergy, Psoriasis",4,7
Varicose veins,11,12,8,30,33,28, chills +  vomiting,"Malaria, Chicken pox, Hepatitis E",0,7
Hypothyroidism,11,45,12,27,20,8, skin_rash +  blister,"Impetigo, Urinary tract infection, Acne",1,7
Hyperthyroidism,11,24,52,34,30,7, burning_micturition +  bladder_discomfort,"Urinary tract infection, Bronchial Asthma, Varicose veins",0,7
Hypoglycemia,28,15,2,40,12,20, stomach_pain +  acidity,"GERD, Cervical spondylosis, Typhoid",4,7
Osteoarthristis,15,26,27,20,31,22,itching +  skin_rash,"Drug Reaction, Malaria, Pneumonia",1,7
Arthritis,18,36,46,28,25,20, headache +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Alcoholic hepatitis, Dimorphic hemmorhoids(piles)",5,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Dimorphic hemmorhoids(piles)",2,7
Acne,24,31,3,35,12,20,itching +  vomiting,"Jaundice, Hepatitis B, Chronic cholestasis",1,7
Urinary tract infection,4,4,22,7,12,20,itching +  vomiting,"Chronic cholestasis, Arthritis, Chicken pox",7,7
Psoriasis,24,20,42,36,27,15, vomiting +  sunken_eyes,"Gastroenteritis, Bronchial Asthma, Migraine",9,7
Impetigo,24,18,4,33,35,20,itching +  vomiting,"Jaundice, Hepatitis E, Tuberculosis",1,7
Fungal infection,33,35,35,11,12,20, continuous_sneezing +  shivering,"Allergy, Cervical spondylosis, Typhoid",9,7
Allergy,8,33,11,45,12,20,itching +  skin_rash,"Drug Reaction, Osteoarthristis, Peptic ulcer diseae",1,7
GERD,26,1,48,44,4,3,itching +  skin_rash,"Chicken pox, Migraine, Dimorphic hemmorhoids(piles)",3,7
Chronic cholestasis,33,42,53,29,21,0, yellowish_skin +  abdominal_pain,"Alcoholic hepatitis, Hypothyroidism, Hepatitis D",2,7
Drug Reaction,33,35,44,5,28,20, joint_pain +  vomiting,"Hepatitis E, Diabetes , Hepatitis B",5,7
Peptic ulcer diseae,28,19,29,0,26,16, headache +  chest_pain,"Hypertension , Arthritis, Urinary tract infection",5,7
AIDS,17,30,24,15,12,20, fatigue +  weight_gain,"Hypothyroidism, Chronic cholestasis, Osteoarthristis",5,7
Diabetes ,11,46,39,24,17,1, skin_rash +  chills,"Dengue, (vertigo) Paroymsal  Positional Vertigo, Allergy",2,7
Gastroenteritis,28,38,16,10,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Hypothyroidism, Urinary tract infection",6,7
Bronchial Asthma,11,11,24,4,10,19, skin_rash +  joint_pain,"Psoriasis, Drug Reaction, Varicose veins",5,7
Hypertension ,12,8,19,26,19,20, vomiting +  sunken_eyes,"Gastroenteritis, GERD, Hepatitis C",7,7
Migraine,0,19,23,3,9,25, fatigue +  weight_gain,"Hypothyroidism, Migraine, Malaria",5,7
Cervical spondylosis,1,43,34,13,22,20, stomach_pain +  acidity,"GERD, AIDS, Jaundice",5,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, stomach_pain +  ulcers_on_tongue,"GERD, AIDS, Paralysis (brain hemorrhage)",4,7
Jaundice,33,42,21,46,13,31, skin_rash +  high_fever,"Impetigo, Paralysis (brain hemorrhage), Fungal infection",9,7
Malaria,6,42,24,40,12,20, vomiting +  sunken_eyes,"Gastroenteritis, Acne, hepatitis A",9,7
Chicken pox,33,35,21,24,13,12, skin_rash +  high_fever,"Impetigo, Common Cold, Hepatitis E",4,7
Dengue,24,9,26,44,11,13, skin_rash +  joint_pain,"Psoriasis, Hypertension , Jaundice",1,7
Typhoid,6,42,21,19,12,20, headache +  nausea,"(vertigo) Paroymsal  Positional Vertigo, Pneumonia, Hypoglycemia",5,7
hepatitis A,15,42,53,9,24,17, skin_rash +  high_fever,"Impetigo, Gastroenteritis, Pneumonia",5,7
Hepatitis B,33,15,28,49,5,17, joint_pain +  vomiting,"Hepatitis E, Arthritis, Varicose veins",1,7
Hepatitis C,11,47,33,25,36,9, joint_pain +  vomiting,"Hepatitis D, Hypothyroidism, Common Cold",5,7
Hepatitis D,15,42,21,49,5,20,itching +  skin_rash,"Fungal infection, Drug Reaction, Psoriasis",6,7
Hepatitis E,15,42,21,19,37,5, skin_rash +  pus_filled_pimples,"Acne, Chronic cholestasis, Diabetes ",5,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  vomiting,"Chronic cholestasis, Hypoglycemia, Dengue",4,7
Tuberculosis,6,42,21,46,4,13,itching +  fatigue,"Hepatitis B, Drug Reaction, Migraine",6,7
Common Cold,8,9,21,8,13,12, skin_rash +  blister,"Impetigo, Hepatitis E",0,7
Pneumonia,6,15,14,19,2,26, skin_rash +  pus_filled_pimples,"Acne, (vertigo) Paroymsal  Positional Vertigo, Cervical spondylosis",8,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, chills +  vomiting,"Malaria, Jaundice, Typhoid",8,7
Heart attack,28,6,45,6,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Dengue, Peptic ulcer diseae",0,7
Varicose veins,11,12,8,30,33,28, skin_rash +  high_fever,"Impetigo, Osteoarthristis, Hepatitis E",6,7
Hypothyroidism,11,45,12,27,20,8, joint_pain +  vomiting,"Hepatitis E, Typhoid, Bronchial Asthma",2,7
Hyperthyroidism,11,24,52,34,30,7, chills +  fatigue,"Pneumonia, Tuberculosis, Hepatitis D",1,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Dimorphic hemmorhoids(piles), Pneumonia",3,7
Osteoarthristis,15,26,27,20,31,22,itching +  lethargy,"Hepatitis B, Cervical spondylosis, Typhoid",7,7
Arthritis,18,36,46,28,25,20, vomiting +  dehydration,"Gastroenteritis, Impetigo",5,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, continuous_sneezing +  chills,"Common Cold, Varicose veins, Impetigo",5,7
Acne,24,31,3,35,12,20, back_pain +  weakness_in_limbs,"Cervical spondylosis, Urinary tract infection, Migraine",0,7
Urinary tract infection,4,4,22,7,12,20, fatigue +  cough,"Bronchial Asthma, Hyperthyroidism, Psoriasis",4,7
Psoriasis,24,20,42,36,27,15, joint_pain +  vomiting,"hepatitis A, Urinary tract infection, Heart attack",5,7
Impetigo,24,18,4,33,35,20, vomiting +  sunken_eyes,"Gastroenteritis, Hepatitis B, Chicken pox",5,7
Fungal infection,33,35,35,11,12,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma, Chicken pox",6,7
Allergy,8,33,11,45,12,20, skin_rash +  joint_pain,"Psoriasis, Hepatitis B, hepatitis A",0,7
GERD,26,1,48,44,4,3, chills +  vomiting,"Typhoid, Alcoholic hepatitis, (vertigo) Paroymsal  Positional Vertigo",6,7
Chronic cholestasis,33,42,53,29,21,0, chills +  vomiting,"Typhoid, Psoriasis, Fungal infection",4,7
Drug Reaction,33,35,44,5,28,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Diabetes , Drug Reaction",0,7
Peptic ulcer diseae,28,19,29,0,26,16, vomiting +  headache,"Paralysis (brain hemorrhage), Chronic cholestasis, GERD",4,7
AIDS,17,30,24,15,12,20, fatigue +  cramps,"Varicose veins, hepatitis A, Impetigo",2,7
Diabetes ,11,46,39,24,17,1, joint_pain +  vomiting,"Hepatitis D, Hyperthyroidism, Migraine",5,7
Gastroenteritis,28,38,16,10,12,20, muscle_weakness +  stiff_neck,"Arthritis, Hypothyroidism, Malaria",4,7
Bronchial Asthma,11,11,24,4,10,19, vomiting +  breathlessness,"Heart attack, Hepatitis D, Pneumonia",8,7
Hypertension ,12,8,19,26,19,20, fatigue +  weight_gain,"Hypothyroidism, Typhoid, GERD",5,7
Migraine,0,19,23,3,9,25, vomiting +  indigestion,"Peptic ulcer diseae, Pneumonia, Bronchial Asthma",7,7
Cervical spondylosis,1,43,34,13,22,20, muscle_wasting +  high_fever,"AIDS, Common Cold, Hepatitis E",9,7
Paralysis (brain hemorrhage),28,17,51,1,12,20,itching +  vomiting,"Chronic cholestasis, Impetigo, Hepatitis B",1,7
Jaundice,33,42,21,46,13,31, fatigue +  mood_swings,"Hyperthyroidism, Bronchial Asthma, Psoriasis",1,7
Malaria,6,42,24,40,12,20,itching +  skin_rash,"Chicken pox, Psoriasis, Dimorphic hemmorhoids(piles)",2,7
Chicken pox,33,35,21,24,13,12, acidity +  indigestion,"Migraine, Paralysis (brain hemorrhage), Diabetes ",1,7
Dengue,24,9,26,44,11,13, vomiting +  sunken_eyes,"Gastroenteritis, Hypertension , Tuberculosis",0,7
Typhoid,6,42,21,19,12,20, chills +  vomiting,"Typhoid, Hypoglycemia, Common Cold",8,7
hepatitis A,15,42,53,9,24,17, skin_rash +  chills,"Dengue, Urinary tract infection, Alcoholic hepatitis",5,7
Hepatitis B,33,15,28,49,5,17, stiff_neck +  swelling_joints,"Arthritis, Urinary tract infection, Hypertension ",1,7
Hepatitis C,11,47,33,25,36,9, muscle_wasting +  patches_in_throat,"AIDS, Hepatitis C, GERD",7,7
Hepatitis D,15,42,21,49,5,20, fatigue +  yellowish_skin,"Hepatitis C, Cervical spondylosis, Tuberculosis",5,7
Hepatitis E,15,42,21,19,37,5, vomiting +  high_fever,"Malaria, AIDS, Hepatitis B",6,7
Alcoholic hepatitis,28,47,0,42,7,14,itching +  fatigue,"Hepatitis B, Migraine, Cervical spondylosis",5,7
Tuberculosis,6,42,21,46,4,13, chills +  fatigue,"Pneumonia, Varicose veins, Hypertension ",1,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Tuberculosis, Urinary tract infection, Impetigo",6,7
Pneumonia,6,15,14,19,2,26,itching +  skin_rash,"Chicken pox, Dengue, Varicose veins",5,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, back_pain +  neck_pain,"Cervical spondylosis, Drug Reaction, Hypothyroidism",1,7
Heart attack,28,6,45,6,12,20,itching +  fatigue,"Hepatitis B, Bronchial Asthma, Pneumonia",4,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"Hepatitis D, Hyperthyroidism, Alcoholic hepatitis",6,7
Hypothyroidism,11,45,12,27,20,8,itching +  skin_rash,"Fungal infection, Diabetes , Allergy",7,7
Hyperthyroidism,11,24,52,34,30,7, weight_gain +  cold_hands_and_feets,"Hypothyroidism, Tuberculosis, GERD",1,7
Hypoglycemia,28,15,2,40,12,20, chills +  fatigue,"Pneumonia, Hyperthyroidism, Impetigo",0,7
Osteoarthristis,15,26,27,20,31,22,itching +  skin_rash,"Chicken pox, Psoriasis, Chronic cholestasis",5,7
Arthritis,18,36,46,28,25,20, chills +  vomiting,"Tuberculosis, Cervical spondylosis, Alcoholic hepatitis",7,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Pneumonia, Hypertension ",3,7
Acne,24,31,3,35,12,20,itching +  vomiting,"Jaundice, Impetigo, Hepatitis D",8,7
Urinary tract infection,4,4,22,7,12,20, fatigue +  weight_loss,"Diabetes , Hypertension , AIDS",4,7
Psoriasis,24,20,42,36,27,15,itching +  vomiting,"Jaundice, Urinary tract infection, Impetigo",6,7
Impetigo,24,18,4,33,35,20, fatigue +  weight_loss,"Diabetes , Allergy, Dengue",4,7
Fungal infection,33,35,35,11,12,20, indigestion +  headache,"Migraine, Dimorphic hemmorhoids(piles), Dengue",4,7
Allergy,8,33,11,45,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), GERD, Impetigo",1,7
GERD,26,1,48,44,4,3, vomiting +  indigestion,"Peptic ulcer diseae, Heart attack, Varicose veins",0,7
Chronic cholestasis,33,42,53,29,21,0, muscle_wasting +  high_fever,"AIDS, Paralysis (brain hemorrhage), Alcoholic hepatitis",7,7
Drug Reaction,33,35,44,5,28,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Paralysis (brain hemorrhage), Peptic ulcer diseae",7,7
Peptic ulcer diseae,28,19,29,0,26,16, headache +  chest_pain,"Hypertension , Migraine, Urinary tract infection",6,7
AIDS,17,30,24,15,12,20, weakness_in_limbs +  neck_pain,"Cervical spondylosis, Allergy, AIDS",0,7
Diabetes ,11,46,39,24,17,1, fatigue +  yellowish_skin,"Hepatitis C, Hepatitis E, Hypertension ",5,7
Gastroenteritis,28,38,16,10,12,20, chills +  vomiting,"Typhoid, Hypoglycemia, Malaria",1,7
Bronchial Asthma,11,11,24,4,10,19,itching +  skin_rash,"Chicken pox, Dimorphic hemmorhoids(piles), AIDS",4,7
Hypertension ,12,8,19,26,19,20, chills +  vomiting,"Typhoid, Jaundice, Impetigo",1,7
Migraine,0,19,23,3,9,25, acidity +  indigestion,"Migraine, Hypothyroidism, Hyperthyroidism",5,7
Cervical spondylosis,1,43,34,13,22,20, joint_pain +  neck_pain,"Osteoarthristis, Hepatitis B, Jaundice",4,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, joint_pain +  vomiting,"Hepatitis D, Hepatitis E, Hepatitis C",4,7
Jaundice,33,42,21,46,13,31,itching +  skin_rash,"Fungal infection, Malaria, Heart attack",1,7
Malaria,6,42,24,40,12,20, muscle_wasting +  patches_in_throat,"AIDS, Typhoid, (vertigo) Paroymsal  Positional Vertigo",1,7
Chicken pox,33,35,21,24,13,12, continuous_sneezing +  chills,"Common Cold, Paralysis (brain hemorrhage), Alcoholic hepatitis",5,7
Dengue,24,9,26,44,11,13, skin_rash +  high_fever,"Impetigo, Jaundice, Peptic ulcer diseae",0,7
hepatitis A,15,42,53,9,24,17, vomiting +  headache,"Paralysis (brain hemorrhage), (vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",6,7
Hepatitis B,33,15,28,49,5,17, fatigue +  weight_loss,"Diabetes , Psoriasis, Hyperthyroidism",7,7
Hepatitis C,11,47,33,25,36,9, vomiting +  breathlessness,"Heart attack, Gastroenteritis, Psoriasis",0,7
Hepatitis D,15,42,21,49,5,20, joint_pain +  neck_pain,"Osteoarthristis, Dengue, Gastroenteritis",6,7
Hepatitis E,15,42,21,19,37,5, muscle_weakness +  swelling_joints,"Arthritis, Allergy, Urinary tract infection",8,7
Alcoholic hepatitis,28,47,0,42,7,14, vomiting +  headache,"Paralysis (brain hemorrhage), Arthritis, Hepatitis B",2,7
Tuberculosis,6,42,21,46,4,13, skin_rash +  stomach_pain,"Drug Reaction, Jaundice, Allergy",7,7
Common Cold,8,9,21,8,13,12, joint_pain +  vomiting,"Hepatitis E, Pneumonia, Heart attack",7,7
Pneumonia,6,15,14,19,2,26, acidity +  indigestion,"Migraine, Urinary tract infection, Typhoid",4,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, joint_pain +  vomiting,"Hepatitis D, Impetigo, Psoriasis",7,7
Heart attack,28,6,45,6,12,20, skin_rash +  pus_filled_pimples,"Acne, Hepatitis C, Drug Reaction",9,7
Varicose veins,11,12,8,30,33,28, stomach_pain +  acidity,"GERD, Acne, Hypoglycemia",4,7
Hypothyroidism,11,45,12,27,20,8, chills +  fatigue,"Pneumonia, Urinary tract infection, Dengue",6,7
Hyperthyroidism,11,24,52,34,30,7,itching +  lethargy,"Hepatitis B, Cervical spondylosis, Typhoid",4,7
Hypoglycemia,28,15,2,40,12,20, chills +  vomiting,"Tuberculosis, Malaria, Hypertension ",9,7
Osteoarthristis,15,26,27,20,31,22, cough +  high_fever,"Bronchial Asthma, Peptic ulcer diseae",2,7
Arthritis,18,36,46,28,25,20,itching +  fatigue,"Hepatitis B, Hepatitis D, Peptic ulcer diseae",3,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, vomiting +  fatigue,"Jaundice, Hypoglycemia, Paralysis (brain hemorrhage)",0,7
Acne,24,31,3,35,12,20,itching +  fatigue,"Hepatitis B, Dengue, Pneumonia",1,7
Urinary tract infection,4,4,22,7,12,20,itching +  vomiting,"Chronic cholestasis, Impetigo, Hepatitis B",5,7
Psoriasis,24,20,42,36,27,15, fatigue +  mood_swings,"Hyperthyroidism, AIDS, Peptic ulcer diseae",0,7
Impetigo,24,18,4,33,35,20, joint_pain +  vomiting,"Hepatitis D, Alcoholic hepatitis, Gastroenteritis",6,7
Fungal infection,33,35,35,11,12,20, muscle_weakness +  stiff_neck,"Arthritis, Psoriasis, Osteoarthristis",4,7
Allergy,8,33,11,45,12,20, acidity +  indigestion,"Migraine, Fungal infection, Typhoid",4,7
GERD,26,1,48,44,4,3, joint_pain +  vomiting,"hepatitis A, Hypoglycemia, Hyperthyroidism",0,7
Chronic cholestasis,33,42,53,29,21,0, vomiting +  fatigue,"Hypoglycemia, Varicose veins, Hepatitis D",6,7
Drug Reaction,33,35,44,5,28,20,itching +  vomiting,"Chronic cholestasis, Hypoglycemia, Malaria",6,7
Peptic ulcer diseae,28,19,29,0,26,16, skin_rash +  pus_filled_pimples,"Acne, Tuberculosis, Psoriasis",4,7
AIDS,17,30,24,15,12,20, continuous_sneezing +  chills,"Common Cold, hepatitis A, Hypothyroidism",6,7
Diabetes ,11,46,39,24,17,1, muscle_wasting +  patches_in_throat,"AIDS, Arthritis, Urinary tract infection",6,7
Gastroenteritis,28,38,16,10,12,20, joint_pain +  vomiting,"Hepatitis D, Hypertension , Hyperthyroidism",7,7
Bronchial Asthma,11,11,24,4,10,19, joint_pain +  fatigue,"Hepatitis E, Allergy, Psoriasis",7,7
Hypertension ,12,8,19,26,19,20, continuous_sneezing +  shivering,"Allergy, Malaria, Alcoholic hepatitis",3,7
Migraine,0,19,23,3,9,25, skin_rash +  chills,"Dengue, Hepatitis E, Arthritis",0,7
Cervical spondylosis,1,43,34,13,22,20, continuous_sneezing +  chills,"Common Cold, Bronchial Asthma, Drug Reaction",9,7
Paralysis (brain hemorrhage),28,17,51,1,12,20, continuous_sneezing +  chills,"Common Cold, Paralysis (brain hemorrhage), Peptic ulcer diseae",6,7
Malaria,6,42,24,40,12,20, chills +  vomiting,"Typhoid, (vertigo) Paroymsal  Positional Vertigo, Impetigo",6,7
Chicken pox,33,35,21,24,13,12, skin_rash +  joint_pain,"Psoriasis, Gastroenteritis, Pneumonia",5,7
Dengue,24,9,26,44,11,13, headache +  chest_pain,"Hypertension , Drug Reaction, Hepatitis B",0,7
Typhoid,6,42,21,19,12,20,itching +  skin_rash,"Chicken pox, Peptic ulcer diseae, Typhoid",6,7
hepatitis A,15,42,53,9,24,17, stomach_pain +  acidity,"GERD, Dimorphic hemmorhoids(piles), Alcoholic hepatitis",8,7
Hepatitis B,33,15,28,49,5,17, fatigue +  mood_swings,"Hyperthyroidism, (vertigo) Paroymsal  Positional Vertigo, Peptic ulcer diseae",6,7
Hepatitis C,11,47,33,25,36,9, chills +  vomiting,"Tuberculosis, Psoriasis, Osteoarthristis",5,7
Hepatitis D,15,42,21,49,5,20, vomiting +  headache,"Paralysis (brain hemorrhage), Cervical spondylosis, Arthritis",0,7
Hepatitis E,15,42,21,19,37,5, continuous_sneezing +  shivering,"Allergy, Hepatitis D, Peptic ulcer diseae",6,7
Alcoholic hepatitis,28,47,0,42,7,14, skin_rash +  high_fever,"Impetigo, Urinary tract infection, Diabetes ",3,7
Tuberculosis,6,42,21,46,4,13, joint_pain +  vomiting,"Hepatitis E, Cervical spondylosis, Pneumonia",0,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Tuberculosis, Hepatitis C, Arthritis",3,7
Pneumonia,6,15,14,19,2,26, fatigue +  weight_loss,"Diabetes , Psoriasis, Acne",5,7
