risk_factor,associated_condition,weight,is_modifiable,risk_type,recommended_action
High Fat Diet,Obesity,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Obesity,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Obesity,High,No,Medical,Immediate Attention
High Fat Diet,Obesity,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Depression,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Depression,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Depression,High,No,Medical,Immediate Attention
High Fat Diet,Depression,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Anxiety,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Anxiety,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Anxiety,High,No,Medical,Immediate Attention
High Fat Diet,Anxiety,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Infection Risk,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Infection Risk,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Infection Risk,High,No,Medical,Immediate Attention
High Fat Diet,Infection Risk,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Metabolic Disorder,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Metabolic Disorder,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Metabolic Disorder,High,No,Medical,Immediate Attention
High Fat Diet,Metabolic Disorder,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Autoimmune Disease,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Autoimmune Disease,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Autoimmune Disease,High,No,Medical,Immediate Attention
High Fat Diet,Autoimmune Disease,Critical,Yes,Lifestyle,Preventive
High Fat Diet,Hormonal Disorder,Low,No,Genetic,Moderate Monitoring
High Fat Diet,Hormonal Disorder,Medium,Yes,Environmental,High Monitoring
High Fat Diet,Hormonal Disorder,High,No,Medical,Immediate Attention
High Fat Diet,Hormonal Disorder,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Heart Disease,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Heart Disease,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Heart Disease,High,No,Medical,Immediate Attention
Urban Lifestyle,Heart Disease,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Diabetes,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Diabetes,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Diabetes,High,No,Medical,Immediate Attention
Urban Lifestyle,Diabetes,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Hypertension,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Hypertension,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Hypertension,High,No,Medical,Immediate Attention
Urban Lifestyle,Hypertension,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Stroke,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Stroke,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Stroke,High,No,Medical,Immediate Attention
Urban Lifestyle,Stroke,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Kidney Disease,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Kidney Disease,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Kidney Disease,High,No,Medical,Immediate Attention
Urban Lifestyle,Kidney Disease,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Liver Disease,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Liver Disease,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Liver Disease,High,No,Medical,Immediate Attention
Urban Lifestyle,Liver Disease,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Respiratory Disorder,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Respiratory Disorder,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Respiratory Disorder,High,No,Medical,Immediate Attention
Urban Lifestyle,Respiratory Disorder,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Cancer,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Cancer,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Cancer,High,No,Medical,Immediate Attention
Urban Lifestyle,Cancer,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Obesity,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Obesity,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Obesity,High,No,Medical,Immediate Attention
Urban Lifestyle,Obesity,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Depression,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Depression,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Depression,High,No,Medical,Immediate Attention
Urban Lifestyle,Depression,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Anxiety,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Anxiety,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Anxiety,High,No,Medical,Immediate Attention
Urban Lifestyle,Anxiety,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Infection Risk,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Infection Risk,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Infection Risk,High,No,Medical,Immediate Attention
Urban Lifestyle,Infection Risk,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Metabolic Disorder,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Metabolic Disorder,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Metabolic Disorder,High,No,Medical,Immediate Attention
Urban Lifestyle,Metabolic Disorder,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Autoimmune Disease,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Autoimmune Disease,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Autoimmune Disease,High,No,Medical,Immediate Attention
Urban Lifestyle,Autoimmune Disease,Critical,Yes,Lifestyle,Preventive
Urban Lifestyle,Hormonal Disorder,Low,No,Genetic,Moderate Monitoring
Urban Lifestyle,Hormonal Disorder,Medium,Yes,Environmental,High Monitoring
Urban Lifestyle,Hormonal Disorder,High,No,Medical,Immediate Attention
Urban Lifestyle,Hormonal Disorder,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Heart Disease,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Heart Disease,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Heart Disease,High,No,Medical,Immediate Attention
Rural Exposure,Heart Disease,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Diabetes,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Diabetes,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Diabetes,High,No,Medical,Immediate Attention
Rural Exposure,Diabetes,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Hypertension,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Hypertension,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Hypertension,High,No,Medical,Immediate Attention
Rural Exposure,Hypertension,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Stroke,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Stroke,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Stroke,High,No,Medical,Immediate Attention
Rural Exposure,Stroke,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Kidney Disease,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Kidney Disease,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Kidney Disease,High,No,Medical,Immediate Attention
Rural Exposure,Kidney Disease,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Liver Disease,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Liver Disease,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Liver Disease,High,No,Medical,Immediate Attention
Rural Exposure,Liver Disease,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Respiratory Disorder,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Respiratory Disorder,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Respiratory Disorder,High,No,Medical,Immediate Attention
Rural Exposure,Respiratory Disorder,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Cancer,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Cancer,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Cancer,High,No,Medical,Immediate Attention
Rural Exposure,Cancer,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Obesity,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Obesity,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Obesity,High,No,Medical,Immediate Attention
Rural Exposure,Obesity,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Depression,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Depression,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Depression,High,No,Medical,Immediate Attention
Rural Exposure,Depression,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Anxiety,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Anxiety,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Anxiety,High,No,Medical,Immediate Attention
Rural Exposure,Anxiety,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Infection Risk,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Infection Risk,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Infection Risk,High,No,Medical,Immediate Attention
Rural Exposure,Infection Risk,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Metabolic Disorder,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Metabolic Disorder,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Metabolic Disorder,High,No,Medical,Immediate Attention
Rural Exposure,Metabolic Disorder,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Autoimmune Disease,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Autoimmune Disease,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Autoimmune Disease,High,No,Medical,Immediate Attention
Rural Exposure,Autoimmune Disease,Critical,Yes,Lifestyle,Preventive
Rural Exposure,Hormonal Disorder,Low,No,Genetic,Moderate Monitoring
Rural Exposure,Hormonal Disorder,Medium,Yes,Environmental,High Monitoring
Rural Exposure,Hormonal Disorder,High,No,Medical,Immediate Attention
Rural Exposure,Hormonal Disorder,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Heart Disease,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Heart Disease,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Heart Disease,High,No,Medical,Immediate Attention
Climate Exposure,Heart Disease,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Diabetes,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Diabetes,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Diabetes,High,No,Medical,Immediate Attention
Climate Exposure,Diabetes,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Hypertension,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Hypertension,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Hypertension,High,No,Medical,Immediate Attention
Climate Exposure,Hypertension,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Stroke,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Stroke,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Stroke,High,No,Medical,Immediate Attention
Climate Exposure,Stroke,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Kidney Disease,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Kidney Disease,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Kidney Disease,High,No,Medical,Immediate Attention
Climate Exposure,Kidney Disease,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Liver Disease,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Liver Disease,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Liver Disease,High,No,Medical,Immediate Attention
Climate Exposure,Liver Disease,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Respiratory Disorder,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Respiratory Disorder,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Respiratory Disorder,High,No,Medical,Immediate Attention
Climate Exposure,Respiratory Disorder,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Cancer,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Cancer,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Cancer,High,No,Medical,Immediate Attention
Climate Exposure,Cancer,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Obesity,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Obesity,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Obesity,High,No,Medical,Immediate Attention
Climate Exposure,Obesity,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Depression,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Depression,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Depression,High,No,Medical,Immediate Attention
Climate Exposure,Depression,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Anxiety,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Anxiety,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Anxiety,High,No,Medical,Immediate Attention
Climate Exposure,Anxiety,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Infection Risk,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Infection Risk,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Infection Risk,High,No,Medical,Immediate Attention
Climate Exposure,Infection Risk,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Metabolic Disorder,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Metabolic Disorder,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Metabolic Disorder,High,No,Medical,Immediate Attention
Climate Exposure,Metabolic Disorder,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Autoimmune Disease,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Autoimmune Disease,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Autoimmune Disease,High,No,Medical,Immediate Attention
Climate Exposure,Autoimmune Disease,Critical,Yes,Lifestyle,Preventive
Climate Exposure,Hormonal Disorder,Low,No,Genetic,Moderate Monitoring
Climate Exposure,Hormonal Disorder,Medium,Yes,Environmental,High Monitoring
Climate Exposure,Hormonal Disorder,High,No,Medical,Immediate Attention
Climate Exposure,Hormonal Disorder,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Heart Disease,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Heart Disease,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Heart Disease,High,No,Medical,Immediate Attention
Seasonal Variation,Heart Disease,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Diabetes,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Diabetes,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Diabetes,High,No,Medical,Immediate Attention
Seasonal Variation,Diabetes,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Hypertension,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Hypertension,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Hypertension,High,No,Medical,Immediate Attention
Seasonal Variation,Hypertension,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Stroke,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Stroke,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Stroke,High,No,Medical,Immediate Attention
Seasonal Variation,Stroke,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Kidney Disease,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Kidney Disease,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Kidney Disease,High,No,Medical,Immediate Attention
Seasonal Variation,Kidney Disease,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Liver Disease,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Liver Disease,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Liver Disease,High,No,Medical,Immediate Attention
Seasonal Variation,Liver Disease,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Respiratory Disorder,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Respiratory Disorder,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Respiratory Disorder,High,No,Medical,Immediate Attention
Seasonal Variation,Respiratory Disorder,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Cancer,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Cancer,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Cancer,High,No,Medical,Immediate Attention
Seasonal Variation,Cancer,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Obesity,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Obesity,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Obesity,High,No,Medical,Immediate Attention
Seasonal Variation,Obesity,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Depression,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Depression,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Depression,High,No,Medical,Immediate Attention
Seasonal Variation,Depression,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Anxiety,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Anxiety,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Anxiety,High,No,Medical,Immediate Attention
Seasonal Variation,Anxiety,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Infection Risk,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Infection Risk,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Infection Risk,High,No,Medical,Immediate Attention
Seasonal Variation,Infection Risk,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Metabolic Disorder,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Metabolic Disorder,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Metabolic Disorder,High,No,Medical,Immediate Attention
Seasonal Variation,Metabolic Disorder,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Autoimmune Disease,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Autoimmune Disease,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Autoimmune Disease,High,No,Medical,Immediate Attention
Seasonal Variation,Autoimmune Disease,Critical,Yes,Lifestyle,Preventive
Seasonal Variation,Hormonal Disorder,Low,No,Genetic,Moderate Monitoring
Seasonal Variation,Hormonal Disorder,Medium,Yes,Environmental,High Monitoring
Seasonal Variation,Hormonal Disorder,High,No,Medical,Immediate Attention
Seasonal Variation,Hormonal Disorder,Critical,Yes,Lifestyle,Preventive
Injury History,Heart Disease,Low,No,Genetic,Moderate Monitoring
Injury History,Heart Disease,Medium,Yes,Environmental,High Monitoring
Injury History,Heart Disease,High,No,Medical,Immediate Attention
Injury History,Heart Disease,Critical,Yes,Lifestyle,Preventive
Injury History,Diabetes,Low,No,Genetic,Moderate Monitoring
Injury History,Diabetes,Medium,Yes,Environmental,High Monitoring
Injury History,Diabetes,High,No,Medical,Immediate Attention
Injury History,Diabetes,Critical,Yes,Lifestyle,Preventive
Injury History,Hypertension,Low,No,Genetic,Moderate Monitoring
Injury History,Hypertension,Medium,Yes,Environmental,High Monitoring
