symptom,follow_up_question,question_type,expected_values,priority,clinical_category,emergency_flag
Swollen Lymph Nodes,Does it affect daily activities (Variant 4749)?,Impact,Yes/No,Low,General,Yes
Swollen Lymph Nodes,Any emergency warning signs (Variant 4750)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Dry Mouth,Since how many days (Variant 4751)?,Duration,Numeric,High,Cardiac,Yes
Dry Mouth,"Mild, moderate or severe (Variant 4752)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Dry Mouth,How frequently does it occur (Variant 4753)?,Frequency,Occasional/Frequent,Medium,GI,Yes
Dry Mouth,When did it start worsening (Variant 4754)?,Progression,Numeric,High,Endocrine,No
Dry Mouth,Any associated symptoms present (Variant 4755)?,Associated Symptom,Yes/No,Low,MSK,Yes
Dry Mouth,Triggered by activity (Variant 4756)?,Trigger,Yes/No,Medium,Dermatology,No
Dry Mouth,Localized or widespread (Variant 4757)?,Location,Localized/Diffuse,High,Emergency,Yes
Dry Mouth,Constant or intermittent (Variant 4758)?,Pattern,Constant/Intermittent,Low,General,No
Dry Mouth,Does it affect daily activities (Variant 4759)?,Impact,Yes/No,Medium,Respiratory,Yes
Dry Mouth,Any emergency warning signs (Variant 4760)?,Emergency Flag,Yes/No,High,Cardiac,No
Mouth Ulcers,Since how many days (Variant 4761)?,Duration,Numeric,Low,Neurology,Yes
Mouth Ulcers,"Mild, moderate or severe (Variant 4762)?",Severity,Mild/Moderate/Severe,Medium,GI,No
Mouth Ulcers,How frequently does it occur (Variant 4763)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Mouth Ulcers,When did it start worsening (Variant 4764)?,Progression,Numeric,Low,MSK,No
Mouth Ulcers,Any associated symptoms present (Variant 4765)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Mouth Ulcers,Triggered by activity (Variant 4766)?,Trigger,Yes/No,High,Emergency,No
Mouth Ulcers,Localized or widespread (Variant 4767)?,Location,Localized/Diffuse,Low,General,Yes
Mouth Ulcers,Constant or intermittent (Variant 4768)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Mouth Ulcers,Does it affect daily activities (Variant 4769)?,Impact,Yes/No,High,Cardiac,Yes
Mouth Ulcers,Any emergency warning signs (Variant 4770)?,Emergency Flag,Yes/No,Low,Neurology,No
Difficulty Swallowing,Since how many days (Variant 4771)?,Duration,Numeric,Medium,GI,Yes
Difficulty Swallowing,"Mild, moderate or severe (Variant 4772)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Difficulty Swallowing,How frequently does it occur (Variant 4773)?,Frequency,Occasional/Frequent,Low,MSK,Yes
Difficulty Swallowing,When did it start worsening (Variant 4774)?,Progression,Numeric,Medium,Dermatology,No
Difficulty Swallowing,Any associated symptoms present (Variant 4775)?,Associated Symptom,Yes/No,High,Emergency,Yes
Difficulty Swallowing,Triggered by activity (Variant 4776)?,Trigger,Yes/No,Low,General,No
Difficulty Swallowing,Localized or widespread (Variant 4777)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Difficulty Swallowing,Constant or intermittent (Variant 4778)?,Pattern,Constant/Intermittent,High,Cardiac,No
Difficulty Swallowing,Does it affect daily activities (Variant 4779)?,Impact,Yes/No,Low,Neurology,Yes
Difficulty Swallowing,Any emergency warning signs (Variant 4780)?,Emergency Flag,Yes/No,Medium,GI,No
Cyanosis,Since how many days (Variant 4781)?,Duration,Numeric,High,Endocrine,Yes
Cyanosis,"Mild, moderate or severe (Variant 4782)?",Severity,Mild/Moderate/Severe,Low,MSK,No
Cyanosis,How frequently does it occur (Variant 4783)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Cyanosis,When did it start worsening (Variant 4784)?,Progression,Numeric,High,Emergency,No
Cyanosis,Any associated symptoms present (Variant 4785)?,Associated Symptom,Yes/No,Low,General,Yes
Cyanosis,Triggered by activity (Variant 4786)?,Trigger,Yes/No,Medium,Respiratory,No
Cyanosis,Localized or widespread (Variant 4787)?,Location,Localized/Diffuse,High,Cardiac,Yes
Cyanosis,Constant or intermittent (Variant 4788)?,Pattern,Constant/Intermittent,Low,Neurology,No
Cyanosis,Does it affect daily activities (Variant 4789)?,Impact,Yes/No,Medium,GI,Yes
Cyanosis,Any emergency warning signs (Variant 4790)?,Emergency Flag,Yes/No,High,Endocrine,No
Severe Bleeding,Since how many days (Variant 4791)?,Duration,Numeric,Low,MSK,Yes
Severe Bleeding,"Mild, moderate or severe (Variant 4792)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Severe Bleeding,How frequently does it occur (Variant 4793)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Severe Bleeding,When did it start worsening (Variant 4794)?,Progression,Numeric,Low,General,No
Severe Bleeding,Any associated symptoms present (Variant 4795)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Severe Bleeding,Triggered by activity (Variant 4796)?,Trigger,Yes/No,High,Cardiac,No
Severe Bleeding,Localized or widespread (Variant 4797)?,Location,Localized/Diffuse,Low,Neurology,Yes
Severe Bleeding,Constant or intermittent (Variant 4798)?,Pattern,Constant/Intermittent,Medium,GI,No
Severe Bleeding,Does it affect daily activities (Variant 4799)?,Impact,Yes/No,High,Endocrine,Yes
Severe Bleeding,Any emergency warning signs (Variant 4800)?,Emergency Flag,Yes/No,Low,MSK,No
Fever,Since how many days (Variant 4801)?,Duration,Numeric,Medium,Respiratory,Yes
Fever,"Mild, moderate or severe (Variant 4802)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Fever,How frequently does it occur (Variant 4803)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Fever,When did it start worsening (Variant 4804)?,Progression,Numeric,Medium,GI,No
Fever,Any associated symptoms present (Variant 4805)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Fever,Triggered by activity (Variant 4806)?,Trigger,Yes/No,Low,MSK,No
Fever,Localized or widespread (Variant 4807)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Fever,Constant or intermittent (Variant 4808)?,Pattern,Constant/Intermittent,High,Emergency,No
Fever,Does it affect daily activities (Variant 4809)?,Impact,Yes/No,Low,General,Yes
Fever,Any emergency warning signs (Variant 4810)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Cough,Since how many days (Variant 4811)?,Duration,Numeric,High,Cardiac,Yes
Cough,"Mild, moderate or severe (Variant 4812)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Cough,How frequently does it occur (Variant 4813)?,Frequency,Occasional/Frequent,Medium,GI,Yes
Cough,When did it start worsening (Variant 4814)?,Progression,Numeric,High,Endocrine,No
Cough,Any associated symptoms present (Variant 4815)?,Associated Symptom,Yes/No,Low,MSK,Yes
Cough,Triggered by activity (Variant 4816)?,Trigger,Yes/No,Medium,Dermatology,No
Cough,Localized or widespread (Variant 4817)?,Location,Localized/Diffuse,High,Emergency,Yes
Cough,Constant or intermittent (Variant 4818)?,Pattern,Constant/Intermittent,Low,General,No
Cough,Does it affect daily activities (Variant 4819)?,Impact,Yes/No,Medium,Respiratory,Yes
Cough,Any emergency warning signs (Variant 4820)?,Emergency Flag,Yes/No,High,Cardiac,No
Fatigue,Since how many days (Variant 4821)?,Duration,Numeric,Low,Neurology,Yes
Fatigue,"Mild, moderate or severe (Variant 4822)?",Severity,Mild/Moderate/Severe,Medium,GI,No
Fatigue,How frequently does it occur (Variant 4823)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Fatigue,When did it start worsening (Variant 4824)?,Progression,Numeric,Low,MSK,No
Fatigue,Any associated symptoms present (Variant 4825)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Fatigue,Triggered by activity (Variant 4826)?,Trigger,Yes/No,High,Emergency,No
Fatigue,Localized or widespread (Variant 4827)?,Location,Localized/Diffuse,Low,General,Yes
Fatigue,Constant or intermittent (Variant 4828)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Fatigue,Does it affect daily activities (Variant 4829)?,Impact,Yes/No,High,Cardiac,Yes
Fatigue,Any emergency warning signs (Variant 4830)?,Emergency Flag,Yes/No,Low,Neurology,No
Breathlessness,Since how many days (Variant 4831)?,Duration,Numeric,Medium,GI,Yes
Breathlessness,"Mild, moderate or severe (Variant 4832)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Breathlessness,How frequently does it occur (Variant 4833)?,Frequency,Occasional/Frequent,Low,MSK,Yes
Breathlessness,When did it start worsening (Variant 4834)?,Progression,Numeric,Medium,Dermatology,No
Breathlessness,Any associated symptoms present (Variant 4835)?,Associated Symptom,Yes/No,High,Emergency,Yes
Breathlessness,Triggered by activity (Variant 4836)?,Trigger,Yes/No,Low,General,No
Breathlessness,Localized or widespread (Variant 4837)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Breathlessness,Constant or intermittent (Variant 4838)?,Pattern,Constant/Intermittent,High,Cardiac,No
Breathlessness,Does it affect daily activities (Variant 4839)?,Impact,Yes/No,Low,Neurology,Yes
Breathlessness,Any emergency warning signs (Variant 4840)?,Emergency Flag,Yes/No,Medium,GI,No
Chest Pain,Since how many days (Variant 4841)?,Duration,Numeric,High,Endocrine,Yes
Chest Pain,"Mild, moderate or severe (Variant 4842)?",Severity,Mild/Moderate/Severe,Low,MSK,No
Chest Pain,How frequently does it occur (Variant 4843)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Chest Pain,When did it start worsening (Variant 4844)?,Progression,Numeric,High,Emergency,No
Chest Pain,Any associated symptoms present (Variant 4845)?,Associated Symptom,Yes/No,Low,General,Yes
Chest Pain,Triggered by activity (Variant 4846)?,Trigger,Yes/No,Medium,Respiratory,No
Chest Pain,Localized or widespread (Variant 4847)?,Location,Localized/Diffuse,High,Cardiac,Yes
Chest Pain,Constant or intermittent (Variant 4848)?,Pattern,Constant/Intermittent,Low,Neurology,No
Chest Pain,Does it affect daily activities (Variant 4849)?,Impact,Yes/No,Medium,GI,Yes
Chest Pain,Any emergency warning signs (Variant 4850)?,Emergency Flag,Yes/No,High,Endocrine,No
Headache,Since how many days (Variant 4851)?,Duration,Numeric,Low,MSK,Yes
Headache,"Mild, moderate or severe (Variant 4852)?",Severity,Mild/Moderate/Severe,Medium,Dermatology,No
Headache,How frequently does it occur (Variant 4853)?,Frequency,Occasional/Frequent,High,Emergency,Yes
Headache,When did it start worsening (Variant 4854)?,Progression,Numeric,Low,General,No
Headache,Any associated symptoms present (Variant 4855)?,Associated Symptom,Yes/No,Medium,Respiratory,Yes
Headache,Triggered by activity (Variant 4856)?,Trigger,Yes/No,High,Cardiac,No
Headache,Localized or widespread (Variant 4857)?,Location,Localized/Diffuse,Low,Neurology,Yes
Headache,Constant or intermittent (Variant 4858)?,Pattern,Constant/Intermittent,Medium,GI,No
Headache,Does it affect daily activities (Variant 4859)?,Impact,Yes/No,High,Endocrine,Yes
Headache,Any emergency warning signs (Variant 4860)?,Emergency Flag,Yes/No,Low,MSK,No
Dizziness,Since how many days (Variant 4861)?,Duration,Numeric,Medium,Dermatology,Yes
Dizziness,"Mild, moderate or severe (Variant 4862)?",Severity,Mild/Moderate/Severe,High,Emergency,No
Dizziness,How frequently does it occur (Variant 4863)?,Frequency,Occasional/Frequent,Low,General,Yes
Dizziness,When did it start worsening (Variant 4864)?,Progression,Numeric,Medium,Respiratory,No
Dizziness,Any associated symptoms present (Variant 4865)?,Associated Symptom,Yes/No,High,Cardiac,Yes
Dizziness,Triggered by activity (Variant 4866)?,Trigger,Yes/No,Low,Neurology,No
Dizziness,Localized or widespread (Variant 4867)?,Location,Localized/Diffuse,Medium,GI,Yes
Dizziness,Constant or intermittent (Variant 4868)?,Pattern,Constant/Intermittent,High,Endocrine,No
Dizziness,Does it affect daily activities (Variant 4869)?,Impact,Yes/No,Low,MSK,Yes
Dizziness,Any emergency warning signs (Variant 4870)?,Emergency Flag,Yes/No,Medium,Dermatology,No
Nausea,Since how many days (Variant 4871)?,Duration,Numeric,High,Emergency,Yes
Nausea,"Mild, moderate or severe (Variant 4872)?",Severity,Mild/Moderate/Severe,Low,General,No
Nausea,How frequently does it occur (Variant 4873)?,Frequency,Occasional/Frequent,Medium,Respiratory,Yes
Nausea,When did it start worsening (Variant 4874)?,Progression,Numeric,High,Cardiac,No
Nausea,Any associated symptoms present (Variant 4875)?,Associated Symptom,Yes/No,Low,Neurology,Yes
Nausea,Triggered by activity (Variant 4876)?,Trigger,Yes/No,Medium,GI,No
Nausea,Localized or widespread (Variant 4877)?,Location,Localized/Diffuse,High,Endocrine,Yes
Nausea,Constant or intermittent (Variant 4878)?,Pattern,Constant/Intermittent,Low,MSK,No
Nausea,Does it affect daily activities (Variant 4879)?,Impact,Yes/No,Medium,Dermatology,Yes
Nausea,Any emergency warning signs (Variant 4880)?,Emergency Flag,Yes/No,High,Emergency,No
Vomiting,Since how many days (Variant 4881)?,Duration,Numeric,Low,General,Yes
Vomiting,"Mild, moderate or severe (Variant 4882)?",Severity,Mild/Moderate/Severe,Medium,Respiratory,No
Vomiting,How frequently does it occur (Variant 4883)?,Frequency,Occasional/Frequent,High,Cardiac,Yes
Vomiting,When did it start worsening (Variant 4884)?,Progression,Numeric,Low,Neurology,No
Vomiting,Any associated symptoms present (Variant 4885)?,Associated Symptom,Yes/No,Medium,GI,Yes
Vomiting,Triggered by activity (Variant 4886)?,Trigger,Yes/No,High,Endocrine,No
Vomiting,Localized or widespread (Variant 4887)?,Location,Localized/Diffuse,Low,MSK,Yes
Vomiting,Constant or intermittent (Variant 4888)?,Pattern,Constant/Intermittent,Medium,Dermatology,No
Vomiting,Does it affect daily activities (Variant 4889)?,Impact,Yes/No,High,Emergency,Yes
Vomiting,Any emergency warning signs (Variant 4890)?,Emergency Flag,Yes/No,Low,General,No
Diarrhea,Since how many days (Variant 4891)?,Duration,Numeric,Medium,Respiratory,Yes
Diarrhea,"Mild, moderate or severe (Variant 4892)?",Severity,Mild/Moderate/Severe,High,Cardiac,No
Diarrhea,How frequently does it occur (Variant 4893)?,Frequency,Occasional/Frequent,Low,Neurology,Yes
Diarrhea,When did it start worsening (Variant 4894)?,Progression,Numeric,Medium,GI,No
Diarrhea,Any associated symptoms present (Variant 4895)?,Associated Symptom,Yes/No,High,Endocrine,Yes
Diarrhea,Triggered by activity (Variant 4896)?,Trigger,Yes/No,Low,MSK,No
Diarrhea,Localized or widespread (Variant 4897)?,Location,Localized/Diffuse,Medium,Dermatology,Yes
Diarrhea,Constant or intermittent (Variant 4898)?,Pattern,Constant/Intermittent,High,Emergency,No
Diarrhea,Does it affect daily activities (Variant 4899)?,Impact,Yes/No,Low,General,Yes
Diarrhea,Any emergency warning signs (Variant 4900)?,Emergency Flag,Yes/No,Medium,Respiratory,No
Constipation,Since how many days (Variant 4901)?,Duration,Numeric,High,Cardiac,Yes
Constipation,"Mild, moderate or severe (Variant 4902)?",Severity,Mild/Moderate/Severe,Low,Neurology,No
Constipation,How frequently does it occur (Variant 4903)?,Frequency,Occasional/Frequent,Medium,GI,Yes
Constipation,When did it start worsening (Variant 4904)?,Progression,Numeric,High,Endocrine,No
Constipation,Any associated symptoms present (Variant 4905)?,Associated Symptom,Yes/No,Low,MSK,Yes
Constipation,Triggered by activity (Variant 4906)?,Trigger,Yes/No,Medium,Dermatology,No
Constipation,Localized or widespread (Variant 4907)?,Location,Localized/Diffuse,High,Emergency,Yes
Constipation,Constant or intermittent (Variant 4908)?,Pattern,Constant/Intermittent,Low,General,No
Constipation,Does it affect daily activities (Variant 4909)?,Impact,Yes/No,Medium,Respiratory,Yes
Constipation,Any emergency warning signs (Variant 4910)?,Emergency Flag,Yes/No,High,Cardiac,No
Abdominal Pain,Since how many days (Variant 4911)?,Duration,Numeric,Low,Neurology,Yes
Abdominal Pain,"Mild, moderate or severe (Variant 4912)?",Severity,Mild/Moderate/Severe,Medium,GI,No
Abdominal Pain,How frequently does it occur (Variant 4913)?,Frequency,Occasional/Frequent,High,Endocrine,Yes
Abdominal Pain,When did it start worsening (Variant 4914)?,Progression,Numeric,Low,MSK,No
Abdominal Pain,Any associated symptoms present (Variant 4915)?,Associated Symptom,Yes/No,Medium,Dermatology,Yes
Abdominal Pain,Triggered by activity (Variant 4916)?,Trigger,Yes/No,High,Emergency,No
Abdominal Pain,Localized or widespread (Variant 4917)?,Location,Localized/Diffuse,Low,General,Yes
Abdominal Pain,Constant or intermittent (Variant 4918)?,Pattern,Constant/Intermittent,Medium,Respiratory,No
Abdominal Pain,Does it affect daily activities (Variant 4919)?,Impact,Yes/No,High,Cardiac,Yes
Abdominal Pain,Any emergency warning signs (Variant 4920)?,Emergency Flag,Yes/No,Low,Neurology,No
Back Pain,Since how many days (Variant 4921)?,Duration,Numeric,Medium,GI,Yes
Back Pain,"Mild, moderate or severe (Variant 4922)?",Severity,Mild/Moderate/Severe,High,Endocrine,No
Back Pain,How frequently does it occur (Variant 4923)?,Frequency,Occasional/Frequent,Low,MSK,Yes
Back Pain,When did it start worsening (Variant 4924)?,Progression,Numeric,Medium,Dermatology,No
Back Pain,Any associated symptoms present (Variant 4925)?,Associated Symptom,Yes/No,High,Emergency,Yes
Back Pain,Triggered by activity (Variant 4926)?,Trigger,Yes/No,Low,General,No
Back Pain,Localized or widespread (Variant 4927)?,Location,Localized/Diffuse,Medium,Respiratory,Yes
Back Pain,Constant or intermittent (Variant 4928)?,Pattern,Constant/Intermittent,High,Cardiac,No
Back Pain,Does it affect daily activities (Variant 4929)?,Impact,Yes/No,Low,Neurology,Yes
Back Pain,Any emergency warning signs (Variant 4930)?,Emergency Flag,Yes/No,Medium,GI,No
Joint Pain,Since how many days (Variant 4931)?,Duration,Numeric,High,Endocrine,Yes
Joint Pain,"Mild, moderate or severe (Variant 4932)?",Severity,Mild/Moderate/Severe,Low,MSK,No
Joint Pain,How frequently does it occur (Variant 4933)?,Frequency,Occasional/Frequent,Medium,Dermatology,Yes
Joint Pain,When did it start worsening (Variant 4934)?,Progression,Numeric,High,Emergency,No
